Address,Price,Links,Dates,Details,City
"5354 Queen Court, Arvada, CO 80002","$969,950 ",https://www.zillow.com/homedetails/5354-Queen-Ct-Arvada-CO-80002/334526928_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-24,"4 bds5 ba4,200 sqft",Arvada
"7911 Flower Street Unit B, Arvada, CO 80005","$520,000 ",https://www.zillow.com/homedetails/7911-Flower-St-UNIT-B-Arvada-CO-80005/13701060_zpid/,124 days on Zillow From 2023-08-24,"2 bds4 ba2,919 sqft",Arvada
"5340 Routt Court Unit B, Arvada, CO 80002","$554,950 ",https://www.zillow.com/homedetails/5340-Routt-Ct-B-Arvada-CO-80002/334526667_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-24,"3 bds3 ba1,438 sqft",Arvada
"7690 W 71st Avenue, Arvada, CO 80004","$2,631,500 ",https://www.zillow.com/homedetails/7690-W-71st-Ave-Arvada-CO-80004/63365902_zpid/,3D Tour From 2023-08-24,"4 bds6 ba6,496 sqft",Arvada
"15215 W 68th Place, Arvada, CO 80007","$526,036 ",https://www.zillow.com/homedetails/15215-W-68th-Ave-Arvada-CO-80007/338449335_zpid/,Open: Wednesday - Satur... From 2023-08-24,"2 bds3 ba2,390 sqft",Arvada
"15225 W 68th Place, Arvada, CO 80007","$546,036 ",https://www.zillow.com/homedetails/15225-W-68th-Ave-Arvada-CO-80007/338449334_zpid/,Open: Wednesday - Satur... From 2023-08-24,"2 bds3 ba2,596 sqft",Arvada
"5395 Independence Street, Arvada, CO 80002","$539,900 ",https://www.zillow.com/homedetails/5395-Independence-St-Arvada-CO-80002/13730516_zpid/,3D Tour From 2023-08-24,2 bds1 ba972 sqft,Arvada
"9542 Yucca Way, Arvada, CO 80007","$1,999,000 ",https://www.zillow.com/homedetails/9542-Yucca-Way-Arvada-CO-80007/249094891_zpid/,3D Tour From 2023-08-24,"5 bds5 ba5,183 sqft",Arvada
"18679 W 87th Drive, Arvada, CO 80007","$1,169,900 ",https://www.zillow.com/homedetails/18679-W-87th-Dr-Arvada-CO-80007/123602176_zpid/,"Price cut: $30,000 (Aug 12) From 2023-08-24","6 bds4 ba5,002 sqft",Arvada
"6257 Estes Street, Arvada, CO 80004","$974,999 ",https://www.zillow.com/homedetails/6257-Estes-St-Arvada-CO-80004/108383039_zpid/,154 days on Zillow From 2023-08-24,"7 bds4 ba3,640 sqft",Arvada
"17523 W 93rd Place, Arvada, CO 80007","$760,000 ",https://www.zillow.com/homedetails/17523-W-93rd-Pl-Arvada-CO-80007/337566583_zpid/,3D Tour From 2023-08-24,"3 bds3 ba2,918 sqft",Arvada
"14420 W 67th Avenue, Arvada, CO 80004","$1,700,000 ",https://www.zillow.com/homedetails/14420-W-67th-Ave-Arvada-CO-80004/130406401_zpid/,162 days on Zillow From 2023-08-24,1.95 acres lot,Arvada
"16910 W 95th Place, Arvada, CO 80007","$1,035,000 ",https://www.zillow.com/homedetails/16910-W-95th-Pl-Arvada-CO-80007/119311859_zpid/,"Price cut: $40,000 (Jul 20) From 2023-08-24","4 bds3 ba4,797 sqft",Arvada
"Hoyt, Arvada, CO 80002","$275,000 ",https://www.zillow.com/homedetails/Hoyt-Arvada-CO-80002/2058739751_zpid/,"Price cut: $4,000 (Jul 18) From 2023-08-24","7,405 sqft lot",Arvada
"73 Canyon Pines Drive Lot 10, Arvada, CO 80403","$1,000,000 ",https://www.zillow.com/homedetails/73-Canyon-Pines-Dr-10-Golden-CO-80403/2058848186_zpid/,168 days on Zillow From 2023-08-24,0.58 acres lot,Arvada
"30 Canyon Pines Drive Lot 43, Arvada, CO 80403","$525,500 ",https://www.zillow.com/homedetails/30-Canyon-Pines-Dr-43-Golden-CO-80403/2058848357_zpid/,168 days on Zillow From 2023-08-24,0.83 acres lot,Arvada
"20 Canyon Pines Drive Lot 46, Arvada, CO 80403","$650,000 ",https://www.zillow.com/homedetails/20-Canyon-Pines-Dr-46-Golden-CO-80403/2058848460_zpid/,168 days on Zillow From 2023-08-24,0.68 acres lot,Arvada
"64 Canyon Pines Drive Lot 4, Arvada, CO 80403","$825,000 ",https://www.zillow.com/homedetails/64-Canyon-Pines-Dr-4-Golden-CO-80403/2058849927_zpid/,169 days on Zillow From 2023-08-24,0.84 acres lot,Arvada
"63 Canyon Pines Drive Lot 14, Arvada, CO 80403","$1,125,000 ",https://www.zillow.com/homedetails/63-Canyon-Pines-Dr-14-Golden-CO-80403/2058851563_zpid/,169 days on Zillow From 2023-08-24,0.61 acres lot,Arvada
"7 Canyon Pines Drive Lot 62, Arvada, CO 80403","$575,000 ",https://www.zillow.com/homedetails/7-Canyon-Pines-Dr-62-Golden-CO-80403/2058852330_zpid/,169 days on Zillow From 2023-08-24,0.66 acres lot,Arvada
"6316 Tennyson Street, Arvada, CO 80003","$1,450,000 ",https://www.zillow.com/homedetails/6316-Tennyson-St-Arvada-CO-80003/13025492_zpid/,3D Tour From 2023-08-24,"4 bds4 ba3,588 sqft",Arvada
"7357 W Grandview Avenue Unit 202, Arvada, CO 80002","$695,000 ",https://www.zillow.com/homedetails/7357-W-Grandview-Ave-202-Arvada-CO-80002/2058963080_zpid/,"Price cut: $27,250 (Aug 2) From 2023-08-24",2 bds2 ba953 sqft,Arvada
"7357 W Grandview Avenue Unit 200, Arvada, CO 80002","$695,000 ",https://www.zillow.com/homedetails/7357-W-Grandview-Ave-200-Arvada-CO-80002/2059150511_zpid/,189 days on Zillow From 2023-08-24,2 bds1 ba953 sqft,Arvada
"7855 Barbara Ann Drive Unit F, Arvada, CO 80004","$265,000 ",https://www.zillow.com/homedetails/7855-Barbara-Ann-Dr-APT-F-Arvada-CO-80004/13727420_zpid/,"Price cut: $33,500 (Aug 22) From 2023-08-24",2 bds1 ba903 sqft,Arvada
"6905 W 55th Place, Arvada, CO 80002","$584,900 ",https://www.zillow.com/homedetails/6905-W-55th-Pl-Arvada-CO-80002/13729219_zpid/,"Price cut: $5,000 (Aug 11) From 2023-08-24","3 bds2 ba1,210 sqft",Arvada
"4860 Dover Street, Arvada, CO 80002","$2,900,000 ",https://www.zillow.com/homedetails/4860-Dover-St-Arvada-CO-80002/13731306_zpid/,199 days on Zillow From 2023-08-24,3 bds1 ba960 sqft,Arvada
"7357 W Grandview Avenue Unit 207, Arvada, CO 80002","$650,000 ",https://www.zillow.com/homedetails/7357-W-Grandview-Ave-207-Arvada-CO-80002/2059767156_zpid/,206 days on Zillow From 2023-08-24,2 bds2 ba978 sqft,Arvada
"0000 Ward Road, Arvada, CO 80002","$320,000 ",https://www.zillow.com/homedetails/0-Ward-Rd-Arvada-CO-80002/2059984440_zpid/,216 days on Zillow From 2023-08-24,0.92 acres lot,Arvada
"Homes Available Soon, Trailstone City Collection",$--,https://www.zillow.com/community/trailstone-city-collection/2060154431_zpid/,Open: Mon:Closed;Tue:Cl... From 2023-08-24,#NAME?,Arvada
"Homes Available Soon, Trailstone Destination Collection",$--,https://www.zillow.com/community/trailstone-destination-collection/2060156726_zpid/,Open: Mon:Closed;Tue:Cl... From 2023-08-24,#NAME?,Arvada
"Homes Available Soon, Trailstone Town Collection",$--,https://www.zillow.com/community/trailstone-town-collection/2060387626_zpid/,Open: Mon:Closed;Tue:Cl... From 2023-08-24,#NAME?,Arvada
"9459 Gore Loop, Arvada, CO 80007","$1,300,000 ",https://www.zillow.com/homedetails/9459-Gore-Loop-Arvada-CO-80007/121928364_zpid/,55 days on Zillow From 2023-08-24,"5 bds6 ba6,103 sqft",Arvada
"7357 Grandview Avenue Unit 204, Arvada, CO 80002","$650,000 ",https://www.zillow.com/homedetails/7357-Grandview-Ave-204-Arvada-CO-80002/2056832689_zpid/,56 days on Zillow From 2023-08-24,"2 bds2 ba1,150 sqft",Arvada
"5950 Garland St, Arvada, CO 80004","$660,000 ",https://www.zillow.com/homedetails/5950-Garland-St-Arvada-CO-80004/13726081_zpid/,"Price cut: $25,000 (Aug 10) From 2023-08-24","4 bds2 ba1,872 sqft",Arvada
"5144 Queen Court, Arvada, CO 80002","$979,950 ",https://www.zillow.com/homedetails/5144-Queen-Ct-Arvada-CO-80002/334526166_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-24,"4 bds4 ba3,669 sqft",Arvada
"5550 W 80th Place Unit 22, Arvada, CO 80003","$210,000 ",https://www.zillow.com/homedetails/5550-W-80th-Pl-APT-22-Arvada-CO-80003/13692836_zpid/,56 days on Zillow From 2023-08-24,1 bd1 ba527 sqft,Arvada
"13144 W 85th Place, Arvada, CO 80005","$799,999 ",https://www.zillow.com/homedetails/13144-W-85th-Pl-Arvada-CO-80005/13698361_zpid/,3D Tour From 2023-08-24,"4 bds3 ba3,339 sqft",Arvada
"7875 Zinnia Street, Arvada, CO 80005","$899,999 ",https://www.zillow.com/homedetails/7875-Zinnia-St-Arvada-CO-80005/68055681_zpid/,Open: Sat. 11am-1pm From 2023-08-24,"3 bds3 ba3,802 sqft",Arvada
"18426 W 83rd Drive, Arvada, CO 80007","$949,000 ",https://www.zillow.com/homedetails/18426-W-83rd-Dr-Arvada-CO-80007/121674686_zpid/,"Price cut: $26,000 (Aug 17) From 2023-08-24","4 bds3 ba3,764 sqft",Arvada
"8690 Yule Street, Arvada, CO 80007","$965,000 ",https://www.zillow.com/homedetails/8690-Yule-St-Arvada-CO-80007/121928559_zpid/,"Price cut: $20,000 (Jul 18) From 2023-08-24","4 bds4 ba4,055 sqft",Arvada
"9384 Yankee Way, Arvada, CO 80007","$950,000 ",https://www.zillow.com/homedetails/9384-Yankee-Way-Arvada-CO-80007/121337465_zpid/,"Price cut: $15,000 (Aug 1) From 2023-08-24","4 bds4 ba4,360 sqft",Arvada
"15429 W 95th Place, Arvada, CO 80007","$1,075,000 ",https://www.zillow.com/homedetails/15429-W-95th-Pl-Arvada-CO-80007/119084022_zpid/,"Price cut: $25,000 (Aug 3) From 2023-08-24","5 bds4 ba4,254 sqft",Arvada
"8536 Eaton Street, Arvada, CO 80003","$619,000 ",https://www.zillow.com/homedetails/8536-Eaton-St-Arvada-CO-80003/13691069_zpid/,64 days on Zillow From 2023-08-24,"4 bds3 ba2,352 sqft",Arvada
"8846 Gore Street, Arvada, CO 80007","$749,000 ",https://www.zillow.com/homedetails/8846-Gore-St-Arvada-CO-80007/123601144_zpid/,64 days on Zillow From 2023-08-24,"2 bds2 ba3,938 sqft",Arvada
"8180 3rd Avenue, Arvada, CO 80007","$550,000 ",https://www.zillow.com/homedetails/8180-3rd-Ave-Arvada-CO-80007/13677744_zpid/,"Price cut: $49,000 (Aug 3) From 2023-08-24","3 bds3 ba2,217 sqft",Arvada
"6011 Yarrow Street Unit G, Arvada, CO 80004","$295,000 ",https://www.zillow.com/homedetails/6011-Yarrow-St-APT-G-Arvada-CO-80004/13727385_zpid/,68 days on Zillow From 2023-08-24,2 bds2 ba903 sqft,Arvada
"6353 Vrain Street, Arvada, CO 80003","$620,000 ",https://www.zillow.com/homedetails/6353-Vrain-St-Arvada-CO-80003/13026254_zpid/,3D Tour From 2023-08-24,"3 bds3 ba2,436 sqft",Arvada
"15354 W 73rd Avenue, Arvada, CO 80007","$1,160,000 ",https://www.zillow.com/homedetails/15354-W-73rd-Ave-Arvada-CO-80007/13678275_zpid/,3D Tour From 2023-08-24,"5 bds4 ba5,590 sqft",Arvada
"5936 Newcombe Court, Arvada, CO 80004","$799,000 ",https://www.zillow.com/homedetails/5936-Newcombe-Ct-Arvada-CO-80004/13724962_zpid/,"Price cut: $40,500 (Jul 20) From 2023-08-24","4 bds6 ba3,242 sqft",Arvada
"7444 W 70th Avenue, Arvada, CO 80003","$799,000 ",https://www.zillow.com/homedetails/7444-W-70th-Ave-Arvada-CO-80003/61476531_zpid/,3D Tour From 2023-08-24,"3 bds3 ba3,413 sqft",Arvada
"5283 Union Court Unit 3, Arvada, CO 80002","$539,500 ",https://www.zillow.com/homedetails/5283-Union-Ct-UNIT-3-Arvada-CO-80002/13731595_zpid/,"Price cut: $5,500 (Aug 15) From 2023-08-24","3 bds3 ba2,912 sqft",Arvada
"6839 Zenobia Street Unit 1, Arvada, CO 80030","$424,950 ",https://www.zillow.com/homedetails/6839-Zenobia-St-UNIT-1-Westminster-CO-80030/13025137_zpid/,"Price cut: $10,050 (Jul 27) From 2023-08-24","2 bds3 ba1,836 sqft",Arvada
"11035 W 72nd Place, Arvada, CO 80005","$803,450 ",https://www.zillow.com/homedetails/11035-W-72nd-Ave-Arvada-CO-80005/338449235_zpid/,Open: F: 12:00 PM-5:00 ... From 2023-08-24,"3 bds2 ba1,672 sqft",Arvada
"8610 Yank Court, Arvada, CO 80005","$850,000 ",https://www.zillow.com/homedetails/8610-Yank-Ct-Arvada-CO-80005/13698551_zpid/,"Price cut: $30,000 (Aug 20) From 2023-08-24","3 bds3 ba2,001 sqft",Arvada
"18146 W 83rd Drive, Arvada, CO 80007","$1,050,000 ",https://www.zillow.com/homedetails/18146-W-83rd-Dr-Arvada-CO-80007/121928620_zpid/,"Price cut: $50,000 (Jul 7) From 2023-08-24","4 bds4 ba4,274 sqft",Arvada
"6907 Grandview Ave, Arvada, CO 80002","$1,149,999 ",https://www.zillow.com/homedetails/6907-Grandview-Ave-Arvada-CO-80002/13727840_zpid/,3D Tour From 2023-08-24,"4 bds3 ba3,603 sqft",Arvada
"12186 W 69th Avenue, Arvada, CO 80004","$698,000 ",https://www.zillow.com/homedetails/12186-W-69th-Ave-Arvada-CO-80004/13718946_zpid/,"Price cut: $17,000 (Jun 30) From 2023-08-24","7 bds4 ba3,269 sqft",Arvada
"13300 W 72nd Avenue, Arvada, CO 80005","$2,400,000 ",https://www.zillow.com/homedetails/13300-W-72nd-Ave-Arvada-CO-80005/13720206_zpid/,"Price cut: $300,000 (Jul 6) From 2023-08-24","4 bds3 ba5,200 sqft",Arvada
"6642 Zinnia Street, Arvada, CO 80004","$643,000 ",https://www.zillow.com/homedetails/6642-Zinnia-St-Arvada-CO-80004/13719294_zpid/,Open: Thu. 8am-7:30pm From 2023-08-24,"5 bds3 ba2,464 sqft",Arvada
"8697 Garrison Court, Arvada, CO 80005","$575,000 ",https://www.zillow.com/homedetails/8697-Garrison-Ct-Arvada-CO-80005/13695817_zpid/,83 days on Zillow From 2023-08-24,"3 bds3 ba2,508 sqft",Arvada
"17822 W 83rd Place, Arvada, CO 80007","$1,215,000 ",https://www.zillow.com/homedetails/17822-W-83rd-Pl-Arvada-CO-80007/119083546_zpid/,3D Tour From 2023-08-24,"4 bds4 ba4,755 sqft",Arvada
"Lot 6 Dover Street, Arvada, CO 80002","$285,000 ",https://www.zillow.com/homedetails/LOT-6-Dover-St-Arvada-CO-80002/2057400358_zpid/,84 days on Zillow From 2023-08-24,"9,195 sqft lot",Arvada
"Plan A Plan, Candelas Townhomes","$509,900+",https://www.zillow.com/community/candelas-townhomes/2057460962_zpid/,Open: Pre-Sales Anticip... From 2023-08-24,"2 bds3 ba1,526 sqft",Arvada
"Plan F Plan, Candelas Townhomes","$489,900+",https://www.zillow.com/community/candelas-townhomes/2057460963_zpid/,Open: Pre-Sales Anticip... From 2023-08-24,"2 bds3 ba1,306 sqft",Arvada
"Plan B Plan, Candelas Townhomes","$529,900+",https://www.zillow.com/community/candelas-townhomes/2057464911_zpid/,Open: Pre-Sales Anticip... From 2023-08-24,"3 bds3 ba1,518 sqft",Arvada
"Plan E Plan, Candelas Townhomes","$574,900+",https://www.zillow.com/community/candelas-townhomes/2057464912_zpid/,Open: Pre-Sales Anticip... From 2023-08-24,"3 bds3 ba1,998 sqft",Arvada
"Plan M Plan, Candelas Townhomes","$564,900+",https://www.zillow.com/community/candelas-townhomes/2057464913_zpid/,Open: Pre-Sales Anticip... From 2023-08-24,"3 bds3 ba1,998 sqft",Arvada
"6526 Umber Circle, Arvada, CO 80007","$775,000 ",https://www.zillow.com/homedetails/6526-Umber-Cir-Arvada-CO-80007/68058291_zpid/,Open: Fri. 4:30am-7pm From 2023-08-24,"3 bds2 ba4,154 sqft",Arvada
"5368 Routt Street Unit B, Arvada, CO 80002","$569,950 ",https://www.zillow.com/homedetails/5368-Routt-St-B-Arvada-CO-80002/334526394_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-24,"3 bds3 ba1,475 sqft",Arvada
"6208 N Ingalls Street, Arvada, CO 80003","$625,000 ",https://www.zillow.com/homedetails/6208-Ingalls-St-Arvada-CO-80003/13728404_zpid/,91 days on Zillow From 2023-08-24,"5 bds2 ba2,072 sqft",Arvada
"18221 W 95th Place, Arvada, CO 80007","$1,175,000 ",https://www.zillow.com/homedetails/18221-W-95th-Pl-Arvada-CO-80007/249094863_zpid/,3D Tour From 2023-08-24,"5 bds4 ba5,506 sqft",Arvada
"26 N Moffat Road Lot 84, Arvada, CO 80403","$739,000 ",https://www.zillow.com/homedetails/26-N-Moffat-Rd-84-Golden-CO-80403/2057536066_zpid/,92 days on Zillow From 2023-08-24,0.87 acres lot,Arvada
"10722 Pierson Street, Westminster, CO 80021","$515,000 ",https://www.zillow.com/homedetails/10722-Pierson-St-Westminster-CO-80021/13681120_zpid/,3D Tour From 2023-08-22,"3 bds2 ba1,335 sqft",Westminster
"14635 Pecos Street, Westminster, CO 80023","$1,450,000 ",https://www.zillow.com/homedetails/14635-Pecos-St-Westminster-CO-80023/12950860_zpid/,On market Aug 24 From 2023-08-22,"5 bds5 ba4,238 sqft",Westminster
"6711 W 116th Ave, Westminster, CO 80020","$470,000 ",https://www.zillow.com/homedetails/6711-W-116th-Ave-Westminster-CO-80020/13679664_zpid/,6 days on Zillow From 2023-08-22,"3 bds2 ba1,672 sqft",Westminster
"4661 W 100th Avenue, Westminster, CO 80031","$750,000 ",https://www.zillow.com/homedetails/4661-W-100th-Ave-Westminster-CO-80031/12978644_zpid/,3 days on Zillow From 2023-08-22,"4 bds3 ba2,994 sqft",Westminster
"8102 W 90th Avenue, Westminster, CO 80021","$399,900 ",https://www.zillow.com/homedetails/8102-W-90th-Ave-Westminster-CO-80021/13689872_zpid/,3D Tour From 2023-08-22,"3 bds2 ba1,760 sqft",Westminster
"9240 Grove Street, Westminster, CO 80031","$499,900 ",https://www.zillow.com/homedetails/9240-Grove-St-Westminster-CO-80031/12981454_zpid/,3D Tour From 2023-08-22,"5 bds2 ba1,998 sqft",Westminster
"12172 Huron St UNIT 208, Westminster, CO 80234","$225,000 ",https://www.zillow.com/homedetails/12172-Huron-St-APT-208-Westminster-CO-80234/12956846_zpid/,3D Tour From 2023-08-22,1 bd1 ba900 sqft,Westminster
"9162 W 90th Place, Westminster, CO 80021","$600,000 ",https://www.zillow.com/homedetails/9162-W-90th-Pl-Westminster-CO-80021/13688604_zpid/,3D Tour From 2023-08-22,"5 bds3 ba1,968 sqft",Westminster
"1404 W 135th Avenue, Westminster, CO 80234","$544,999 ",https://www.zillow.com/homedetails/1404-W-135th-Ave-Westminster-CO-80234/12955402_zpid/,3D Tour From 2023-08-22,"3 bds2 ba1,296 sqft",Westminster
"860 W 132nd Lot 202, Westminster, CO 80234","$119,000 ",https://www.zillow.com/homedetails/860-W-132nd-Ave-LOT-202-Westminster-CO-80234/58643571_zpid/,105 days on Zillow From 2023-08-22,"4 bds2 ba1,344 sqft",Westminster
"1099 W 133rd Way Unit U, Westminster, CO 80234","$400,000 ",https://www.zillow.com/homedetails/1099-W-133rd-Way-APT-U-Westminster-CO-80234/12955446_zpid/,Open: Sat. 12-3pm From 2023-08-22,"3 bds2 ba1,195 sqft",Westminster
"8945 Field Street Unit 74, Westminster, CO 80021","$349,000 ",https://www.zillow.com/homedetails/8945-Field-St-UNIT-74-Westminster-CO-80021/13689015_zpid/,2 days on Zillow From 2023-08-22,"2 bds2 ba1,340 sqft",Westminster
"11554 Kendall Street, Westminster, CO 10020","$523,000 ",https://www.zillow.com/homedetails/11554-Kendall-St-Westminster-CO-80020/13679823_zpid/,7 days on Zillow From 2023-08-22,"3 bds2 ba1,636 sqft",Westminster
"4149 W 111th Circle, Westminster, CO 80031","$424,950 ",https://www.zillow.com/homedetails/4149-W-111th-Cir-Westminster-CO-80031/12965164_zpid/,1 day on Zillow From 2023-08-22,"2 bds3 ba2,298 sqft",Westminster
,,,,,Westminster
"7921 Appleblossom Lane, Westminster, CO 80030","$585,000 ",https://www.zillow.com/homedetails/7921-Appleblossom-Ln-Westminster-CO-80030/12996498_zpid/,3D Tour From 2023-08-22,"4 bds2 ba2,000 sqft",Westminster
"860 W 132nd Avenue Lot 235, Westminster, CO 80234","$164,995 ",https://www.zillow.com/homedetails/860-W-132nd-Ave-LOT-235-Westminster-CO-80234/58637938_zpid/,8 days on Zillow From 2023-08-22,"3 bds2 ba1,792 sqft",Westminster
"9576 W 104th Drive, Westminster, CO 80021","$482,000 ",https://www.zillow.com/homedetails/9576-W-104th-Dr-Westminster-CO-80021/13684989_zpid/,4 days on Zillow From 2023-08-22,"3 bds2 ba1,233 sqft",Westminster
"2974 W 119th Avenue, Westminster, CO 80234","$335,000 ",https://www.zillow.com/homedetails/2974-W-119th-Ave-Westminster-CO-80234/12963977_zpid/,6 days on Zillow From 2023-08-22,2 bds2 ba924 sqft,Westminster
"9227 Vrain Court, Westminster, CO 80031","$650,000 ",https://www.zillow.com/homedetails/9227-Vrain-Ct-Westminster-CO-80031/12980040_zpid/,6 hours ago From 2023-08-22,"3 bds2 ba3,232 sqft",Westminster
"11521 W 107th Place, Westminster, CO 80021","$531,000 ",https://www.zillow.com/homedetails/11521-W-107th-Pl-Westminster-CO-80021/13680854_zpid/,3D Tour From 2023-08-22,"3 bds2 ba1,395 sqft",Westminster
"11358 W 103rd Dr, Westminster, CO 80021","$472,500 ",https://www.zillow.com/homedetails/11358-W-103rd-Dr-Westminster-CO-80021/13687173_zpid/,"Price cut: $7,000 (Aug 22) From 2023-08-22","3 bds2 ba1,238 sqft",Westminster
"8920 Rutgers Street, Westminster, CO 80031","$525,000 ",https://www.zillow.com/homedetails/8920-Rutgers-St-Westminster-CO-80031/58651349_zpid/,5 days on Zillow From 2023-08-22,"3 bds2 ba2,480 sqft",Westminster
"10221 Benton Street, Westminster, CO 80020","$540,000 ",https://www.zillow.com/homedetails/10221-Benton-St-Westminster-CO-80020/13683809_zpid/,3D Tour From 2023-08-22,"3 bds2 ba1,844 sqft",Westminster
"4040 W 103rd Court, Westminster, CO 80031","$794,800 ",https://www.zillow.com/homedetails/4040-W-103rd-Ct-Westminster-CO-80031/12978274_zpid/,3D Tour From 2023-08-22,"4 bds3 ba3,535 sqft",Westminster
"7263 Meade Street Unit C, Westminster, CO 80030","$379,000 ",https://www.zillow.com/homedetails/7263-Meade-St-UNIT-C-Westminster-CO-80030/68572963_zpid/,"Price cut: $6,000 (Aug 8) From 2023-08-22","3 bds3 ba1,400 sqft",Westminster
"6411 W 110th Place W, Westminster, CO 80020","$530,000 ",https://www.zillow.com/homedetails/6411-W-110th-Pl-Westminster-CO-80020/13683495_zpid/,"Price cut: $30,000 (Jul 5) From 2023-08-22","4 bds2 ba2,064 sqft",Westminster
"11438 Eaton Street, Westminster, CO 80020","$625,000 ",https://www.zillow.com/homedetails/11438-Eaton-St-Westminster-CO-80020/13680466_zpid/,25 days on Zillow From 2023-08-22,"4 bds4 ba2,222 sqft",Westminster
"9422 W 104th Way, Westminster, CO 80021","$575,000 ",https://www.zillow.com/homedetails/9422-W-104th-Way-Westminster-CO-80021/13684811_zpid/,19 days on Zillow From 2023-08-22,"3 bds3 ba2,715 sqft",Westminster
"9860 Upham Court, Westminster, CO 80021","$894,950 ",https://www.zillow.com/homedetails/9860-Upham-Ct-Westminster-CO-80021/13684460_zpid/,"Price cut: $20,000 (Aug 10) From 2023-08-22","4 bds3 ba3,911 sqft",Westminster
"11484 Knox Court, Westminster, CO 80031","$595,000 ",https://www.zillow.com/homedetails/11484-Knox-Ct-Westminster-CO-80031/12964258_zpid/,3D Tour From 2023-08-22,"3 bds3 ba2,352 sqft",Westminster
"10983 Meade Way, Westminster, CO 80031","$1,525,000 ",https://www.zillow.com/homedetails/10983-Meade-Way-Westminster-CO-80031/12965234_zpid/,"Price cut: $25,000 (Aug 11) From 2023-08-22","6 bds6 ba7,938 sqft",Westminster
"860 W 132nd Avenue Unit 85, Westminster, CO 80234","$100,000 ",https://www.zillow.com/homedetails/860-W-132nd-Ave-LOT-85-Westminster-CO-80234/121151106_zpid/,3D Tour From 2023-08-22,"3 bds2 ba1,456 sqft",Westminster
"8450 Decatur Street Unit 114, Westminster, CO 80031","$290,000 ",https://www.zillow.com/homedetails/8450-Decatur-St-APT-114-Westminster-CO-80031/12991900_zpid/,38 days on Zillow From 2023-08-22,"3 bds2 ba1,167 sqft",Westminster
